"year","month","day","PM2.5","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","WSPM","season"
2013,3,1,6.375,3,2.625,204.166666666667,81.9583333333333,0.8125,1023.85833333333,-19.5833333333333,0,2.13333333333333,"Spring"
2013,3,2,34.0416666666667,25.0833333333333,56.375,875,24.7083333333333,-0.395833333333333,1023.72916666667,-16.1166666666667,0,0.929166666666667,"Spring"
2013,3,3,43.8333333333333,19.7826086956522,45.75,804.347826086957,41,5.32916666666667,1011.3125,-12.9958333333333,0,1.3625,"Spring"
2013,3,4,17.5416666666667,9.16666666666667,16.5,400,76.9166666666667,9.2375,1014.40416666667,-13.4666666666667,0,2.38333333333333,"Spring"
2013,3,5,105.375,36.375,58.375,1187.375,86.5,6.4625,1007.79583333333,-9,0,0.766666666666667,"Spring"
2013,3,6,220.791666666667,71.25,96.3333333333333,2166.5,73.125,7.34583333333333,1004.34583333333,-4.76666666666667,0,1.04166666666667,"Spring"
2013,3,7,141.416666666667,47.7826086956522,97.3913043478261,1756.34782608696,60.3333333333333,9.2375,999.229166666667,-3.89583333333333,0,1.00833333333333,"Spring"
2013,3,8,146.166666666667,33.2792333333333,56.7538833333333,1439.04347826087,87.5833333333333,12.0375,996.154166666667,-2.87083333333333,0,2.10416666666667,"Spring"
2013,3,9,59.8333333333333,12.9583333333333,35.6666666666667,662.416666666667,100.958333333333,7.1125,1001.66666666667,-11.3791666666667,0,3.29166666666667,"Spring"
2013,3,10,25.7916666666667,11.25,15.5,379.166666666667,94,7.29166666666667,1017.01666666667,-16.7166666666667,0,2.34583333333333,"Spring"
2013,3,11,117.708333333333,61.9583333333333,68.0833333333333,1290.68181818182,90.6666666666667,5.3625,1010.50833333333,-8.42083333333333,0,1.25833333333333,"Spring"
2013,3,12,138.083333333333,27.3333333333333,70.5833333333333,1545.5,43.0416666666667,5.1875,1005.90833333333,-0.658333333333333,0.0875,1.20833333333333,"Spring"
2013,3,13,10.9583333333333,5.04166666666667,10.2857142857143,260.869565217391,85.7083333333333,4.74166666666667,1019.39583333333,-13.3208333333333,0,2.12916666666667,"Spring"
2013,3,14,107.833333333333,35.9166666666667,64.5416666666667,1253.91666666667,81.2916666666667,3.4875,1018.3125,-4.69166666666667,0,1.5,"Spring"
2013,3,15,204.166666666667,49.7083333333333,79.8695652173913,1586.86956521739,62.6666666666667,5.66666666666667,1011.35833333333,-2.44583333333333,0,0.9375,"Spring"
2013,3,16,237.5,42.7916666666667,83.2916666666667,2053.875,93.625,8.87083333333333,1013.54166666667,-0.3625,0,1.4875,"Spring"
2013,3,17,326.5,45.4166666666667,107.541666666667,2641.33333333333,104.166666666667,9.525,998.854166666667,1.63333333333333,0,1.04166666666667,"Spring"
2013,3,18,33.7083333333333,5.91666666666667,15.8333333333333,429.166666666667,93.4166666666667,8.67083333333333,998.233333333333,-11.4416666666667,0,3.69166666666667,"Spring"
2013,3,19,45,4,28.25,608.695652173913,35.695652173913,1.23333333333333,1005.9625,-0.779166666666667,0.375,1.4,"Spring"
2013,3,20,31.0416666666667,5.83333333333333,18.8333333333333,475,63.2083333333333,1.3875,1013.85,-4.63333333333333,0.5,1.275,"Spring"
2013,3,21,132.625,10.375,43.625,1016.66666666667,40.8333333333333,3.15833333333333,1001.90833333333,-2.275,0,0.983333333333333,"Spring"
2013,3,22,55.2083333333333,10.9166666666667,25.875,554.166666666667,75.8333333333333,6.7875,1008.22916666667,-7.575,0,2.275,"Spring"
2013,3,23,50.7916666666667,17.4166666666667,37.125,756.521739130435,47.695652173913,4.04583333333333,1005.68333333333,-7.52916666666667,0,2.475,"Spring"
2013,3,24,13.7083333333333,4.75,12.2916666666667,230,78.9845166666667,4.82916666666667,1013.03333333333,-14.5583333333333,0,1.975,"Spring"
2013,3,25,88.0833333333333,25.8333333333333,52.0833333333333,1337.5,47.3975416666667,4.675,1012.12916666667,-6.85,0,1.40416666666667,"Spring"
2013,3,26,177.666666666667,41.7083333333333,76.4583333333333,1386.82608695652,39.383225,6.33333333333333,1004.37083333333,-3.35416666666667,0,1,"Spring"
2013,3,27,108.625,16.9583333333333,35,886.363636363636,63.4608956521739,10.1125,1002.20416666667,-7.30416666666667,0,2.64583333333333,"Spring"
2013,3,28,13.25,4,13.0833333333333,250,86.875,7.84166666666667,1012.11666666667,-14.6708333333333,0,2.14166666666667,"Spring"
2013,3,29,45.125,14.9583333333333,30.625,782.565217391304,64.1899333333333,5.64166666666667,1013.15,-9.17916666666667,0,1.74583333333333,"Spring"
2013,3,30,81.3333333333333,43.9583333333333,42.4583333333333,1345.75,65.0833333333333,6.275,1013.5125,-4.36666666666667,0,1.86666666666667,"Spring"
2013,3,31,146.791666666667,11.1666666666667,51.9583333333333,1017.30434782609,17.5652173913043,4.72083333333333,1010.025,1.73333333333333,0,1.62916666666667,"Spring"
2013,4,1,117.125,10.5,35.6923076923077,850,60.5,10.3041666666667,1008.6625,-6.05,0,3.0375,"Spring"
2013,4,2,66.0416666666667,19.5833333333333,31.3636363636364,773.826086956522,88.6270083333333,10.3458333333333,1008.09583333333,-7.625,0,1.23333333333333,"Spring"
2013,4,3,118.041666666667,31.0869565217391,41.6521739130435,1213.59090909091,85.1818181818182,11.9541666666667,1003.37916666667,-1.81666666666667,0,1.65833333333333,"Spring"
2013,4,4,56.1666666666667,21.0416666666667,46.6666666666667,1395.60869565217,42.6521739130435,7.575,1006.025,-0.395833333333333,0.370833333333333,1.24166666666667,"Spring"
2013,4,5,53.7916666666667,5.625,21.9583333333333,883.291666666667,51.625,8.05833333333333,1010.1375,-1.60416666666667,0.0708333333333333,2.3,"Spring"
2013,4,6,11.625,5.29166666666667,12.1666666666667,260.869565217391,73.9209833333333,8.74166666666667,1007.4375,-9.83333333333333,0,1.82916666666667,"Spring"
2013,4,7,65.625,21.625,37.5833333333333,891.625,53.4166666666667,8.32083333333333,999.3375,-2.22916666666667,0,1.42083333333333,"Spring"
2013,4,8,18.9583333333333,3.45833333333333,6.04166666666667,226.086956521739,86.0434782608696,8.5,1003.75833333333,-12.6375,0,5.87916666666667,"Spring"
2013,4,9,10.75,3,3.42857142857143,200,97.2083333333333,7.6,1011.425,-10.1666666666667,0,3.97916666666667,"Spring"
