"year","month","day","PM2.5","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","WSPM","season"
2013,3,1,6.45833333333333,9.25,27.7083333333333,341.666666666667,72.0833333333333,1.325,1028.78333333333,-21.4666666666667,0,3.30833333333333,"Spring"
2013,3,2,28.75,33.9565217391304,64.7391304347826,986.869565217391,40.1666666666667,0.491666666666667,1028.85,-16.9625,0,0.791666666666667,"Spring"
2013,3,3,104.75,63.7083333333333,105.666666666667,2308,18.5833333333333,4.9875,1016.45833333333,-12.3125,0,1.225,"Spring"
2013,3,4,22.875,14.6666666666667,49.5416666666667,674.958333333333,62.4583333333333,10.5625,1019.45416666667,-14,0,2.50416666666667,"Spring"
2013,3,5,131.833333333333,89.2083333333333,137.208333333333,2578.875,77.5833333333333,7.2125,1012.70416666667,-7.78333333333333,0,0.9125,"Spring"
2013,3,6,195.333333333333,116,149,2843.04347826087,30.4583333333333,8,1009.29583333333,-5.37916666666667,0,0.775,"Spring"
2013,3,7,270.375,102.958333333333,167.083333333333,4158,47.5833333333333,9.25833333333333,1004.10833333333,-2.54583333333333,0,1.17083333333333,"Spring"
2013,3,8,217.791666666667,69.3975,129.955083333333,3069.4347826087,99.3333333333333,9.6625,1001.32916666667,-2.5,0,1.67916666666667,"Spring"
2013,3,9,56.375,39.625,51.25,1404.08333333333,93.4166666666667,7.23333333333333,1006.12916666667,-12.1,0,4,"Spring"
2013,3,10,35.875,20.5833333333333,55.0833333333333,760.869565217391,94.375,5.7875,1022.50416666667,-15.1083333333333,0,2.33333333333333,"Spring"
2013,3,11,113.041666666667,86.3333333333333,87,1337.33333333333,87.0416666666667,7.18333333333333,1015.58333333333,-7.65,0,1.52083333333333,"Spring"
2013,3,12,127.833333333333,38.5416666666667,90.7916666666667,1999.70833333333,50.1666666666667,5.10416666666667,1010.79583333333,1.12083333333333,0.220833333333333,1.17916666666667,"Spring"
2013,3,13,19.375,13.7083333333333,38.6666666666667,508.333333333333,78.2083333333333,4.3625,1024.74583333333,-11.8208333333333,0,2.01666666666667,"Spring"
2013,3,14,87.4583333333333,61.7916666666667,75.375,1399.91304347826,86.5,3.9625,1023.47083333333,-4.99166666666667,0,1.85833333333333,"Spring"
2013,3,15,211.041666666667,79.9583333333333,113.333333333333,2416.20833333333,60.3333333333333,5.86666666666667,1016.3875,-1.32083333333333,0,0.9375,"Spring"
2013,3,16,244.5,74.4583333333333,97.75,2320.625,81.5833333333333,9.63333333333333,1018.6375,-0.2625,0,1.775,"Spring"
2013,3,17,282.375,82.3333333333333,120.875,2682.95833333333,106.291666666667,9.96666666666667,1003.75416666667,2.35,0,1.125,"Spring"
2013,3,18,69.0833333333333,15.9166666666667,41.6666666666667,804.304347826087,91.375,8.17083333333333,1003.11666666667,-10.9916666666667,0,3.85833333333333,"Spring"
2013,3,19,32.875,11.75,41.9166666666667,679.166666666667,35.5416666666667,2.19166666666667,1010.85,-2.46666666666667,0.175,2.075,"Spring"
2013,3,20,49.8333333333333,12.875,41,879.166666666667,44.2916666666667,1.7625,1019.25833333333,-4.1375,0.254166666666667,1.8875,"Spring"
2013,3,21,122.833333333333,31.5833333333333,82.2083333333333,1266.54166666667,24.6666666666667,4.51666666666667,1006.80833333333,-3.00416666666667,0,1.70833333333333,"Spring"
2013,3,22,79.2916666666667,25.125,58.1666666666667,869.521739130435,55.9565217391304,6.325,1013.67916666667,-6.19166666666667,0,2.4125,"Spring"
2013,3,23,52.0416666666667,30.0416666666667,55.5,1137.375,37.2083333333333,4.47083333333333,1010.56666666667,-7.75833333333333,0,3.29166666666667,"Spring"
2013,3,24,18.3333333333333,9.33333333333333,34.875,405.263157894737,66.1144833333333,4.7875,1018.22083333333,-15.4375,0,2.31666666666667,"Spring"
